load,apparent_temperature,temperature,humidity,dew_point,wind_speed,cloud_cover,hour,day,month,dayofweek,is_weekend
1378.4375,8.1795,8.1795,0.5775,-0.7875,1.0185,0.945,23,31,12,1,0
1083.2438,7.35,7.35,0.609,4.0215,0.0,0.1995,23,31,12,1,0
1082.92,7.35,7.35,0.6195,4.095,0.0,0.168,23,31,12,1,0
1082.896,7.35,7.35,0.6405,4.1475,0.2625,0.1785,23,31,12,1,0
869.71,7.6545,7.6545,0.609,-0.5355,0.9345,0.819,0,1,1,2,0
847.0947,7.520625,7.520625,0.609,-0.65625,0.93975,0.774375,0,1,1,2,0
847.0947,7.38675,7.38675,0.609,-0.777,0.945,0.72975,0,1,1,2,0
848.89136,7.252875,7.252875,0.609,-0.89775,0.95025,0.685125,0,1,1,2,0
725.9692,7.119,7.119,0.609,-1.0185,0.9555,0.6405,1,1,1,2,0
725.9692,6.993,6.993,0.609,-1.14975,0.9555,0.5985,1,1,1,2,0
725.9692,6.867,6.867,0.609,-1.281,0.9555,0.5565,1,1,1,2,0
725.9692,6.741,6.741,0.609,-1.41225,0.9555,0.5145,1,1,1,2,0
693.47266,6.615,6.615,0.609,-1.5435,0.9555,0.4725,2,1,1,2,0
699.07104,6.51,6.51,0.609,-1.624875,0.952875,0.464625,2,1,1,2,0
690.3965,6.405,6.405,0.609,-1.70625,0.95025,0.45675,2,1,1,2,0
690.3965,6.3,6.3,0.609,-1.787625,0.947625,0.448875,2,1,1,2,0
690.3965,6.195,6.195,0.609,-1.869,0.945,0.441,3,1,1,2,0
699.07104,6.069,6.069,0.611625,-1.939875,0.958125,0.462,3,1,1,2,0
693.47266,5.943,5.943,0.61425,-2.01075,0.97125,0.483,3,1,1,2,0
703.781,5.817,5.817,0.616875,-2.081625,0.984375,0.504,3,1,1,2,0
731.62036,5.691,5.691,0.6195,-2.1525,0.9975,0.525,4,1,1,2,0
731.62036,5.578125,5.578125,0.6195,-2.205,1.010625,0.559125,4,1,1,2,0
731.62036,5.46525,5.46525,0.6195,-2.2575,1.02375,0.59325,4,1,1,2,0
731.62036,5.352375,5.352375,0.6195,-2.31,1.036875,0.627375,4,1,1,2,0
911.23096,5.2395,5.2395,0.6195,-2.3625,1.05,0.6615,5,1,1,2,0
923.09644,5.236875,5.215875,0.622125,-2.338875,1.08675,0.68775,5,1,1,2,0
921.2998,5.23425,5.19225,0.62475,-2.31525,1.1235,0.714,5,1,1,2,0
921.2998,5.231625,5.168625,0.627375,-2.291625,1.16025,0.74025,5,1,1,2,0
1327.2943,5.229,5.145,0.63,-2.268,1.197,0.7665,6,1,1,2,0
1342.4252,5.0295,5.137125,0.63525,-2.184,1.288875,0.790125,6,1,1,2,0
1345.6847,4.83,5.12925,0.6405,-2.1,1.38075,0.81375,6,1,1,2,0
1333.4375,4.6305,5.121375,0.64575,-2.016,1.472625,0.837375,6,1,1,2,0
1628.4758,4.431,5.1135,0.651,-1.932,1.5645,0.861,7,1,1,2,0
1630.1411,4.36275,5.273625,0.648375,-1.80075,1.68,0.882,7,1,1,2,0
1630.1411,4.2945,5.43375,0.64575,-1.6695,1.7955,0.903,7,1,1,2,0
1630.1411,4.22625,5.593875,0.643125,-1.53825,1.911,0.924,7,1,1,2,0
1797.927,4.158,5.754,0.6405,-1.407,2.0265,0.945,8,1,1,2,0
1793.1638,4.659375,6.234375,0.63,-1.210125,2.086875,0.9555,8,1,1,2,0
1793.5721,5.16075,6.71475,0.6195,-1.01325,2.14725,0.966,8,1,1,2,0
1793.5721,5.662125,7.195125,0.609,-0.816375,2.207625,0.9765,8,1,1,2,0
1910.9741,6.1635,7.6755,0.5985,-0.6195,2.268,0.987,9,1,1,2,0
1910.9741,7.14,8.42625,0.580125,-0.427875,2.270625,0.989625,9,1,1,2,0
1910.9741,8.1165,9.177,0.56175,-0.23625,2.27325,0.99225,9,1,1,2,0
1910.9741,9.093,9.92775,0.543375,-0.044625,2.275875,0.994875,9,1,1,2,0
1948.2308,10.0695,10.6785,0.525,0.147,2.2785,0.9975,10,1,1,2,0
1948.2308,11.04075,11.4765,0.504,0.291375,2.27325,0.9975,10,1,1,2,0
1948.2308,12.012,12.2745,0.483,0.43575,2.268,0.9975,10,1,1,2,0
1873.9801,12.98325,13.0725,0.462,0.580125,2.26275,0.9975,10,1,1,2,0
1863.636,13.9545,13.8705,0.441,0.7245,2.2575,0.9975,11,1,1,2,0
1823.552,14.58975,14.52675,0.42525,0.763875,2.286375,0.9975,11,1,1,2,0
1820.172,15.225,15.183,0.4095,0.80325,2.31525,0.9975,11,1,1,2,0
1798.0314,15.86025,15.83925,0.39375,0.842625,2.344125,0.9975,11,1,1,2,0
1711.5918,16.4955,16.4955,0.378,0.882,2.373,0.9975,12,1,1,2,0
1702.8672,17.023125,17.023125,0.3675,0.903,2.422875,1.000125,12,1,1,2,0
1689.1674,17.55075,17.55075,0.357,0.924,2.47275,1.00275,12,1,1,2,0
1672.1552,18.078375,18.078375,0.3465,0.945,2.522625,1.005375,12,1,1,2,0
1497.6456,18.606,18.606,0.336,0.966,2.5725,1.008,13,1,1,2,0
1497.6456,18.724125,18.724125,0.34125,1.225875,2.601375,1.010625,13,1,1,2,0
1497.6456,18.84225,18.84225,0.3465,1.48575,2.63025,1.01325,13,1,1,2,0
1479.043,18.960375,18.960375,0.35175,1.745625,2.659125,1.015875,13,1,1,2,0
1425.4431,19.0785,19.0785,0.357,2.0055,2.688,1.0185,14,1,1,2,0
1423.7493,19.002375,19.002375,0.3675,2.417625,2.680125,1.021125,14,1,1,2,0
1423.7493,18.92625,18.92625,0.378,2.82975,2.67225,1.02375,14,1,1,2,0
1453.0964,18.850125,18.850125,0.3885,3.241875,2.664375,1.026375,14,1,1,2,0
1438.0072,18.774,18.774,0.399,3.654,2.6565,1.029,15,1,1,2,0
1439.0934,18.7005,18.7005,0.4095,3.966375,2.604,1.029,15,1,1,2,0
1439.0934,18.627,18.627,0.42,4.27875,2.5515,1.029,15,1,1,2,0
1439.0934,18.5535,18.5535,0.4305,4.591125,2.499,1.029,15,1,1,2,0
1440.235,18.48,18.48,0.441,4.9035,2.4465,1.029,16,1,1,2,0
1440.235,18.220125,18.220125,0.45675,5.105625,2.3835,1.029,16,1,1,2,0
1462.3193,17.96025,17.96025,0.4725,5.30775,2.3205,1.029,16,1,1,2,0
1462.3193,17.700375,17.700375,0.48825,5.509875,2.2575,1.029,16,1,1,2,0
1481.0712,17.4405,17.4405,0.504,5.712,2.1945,1.029,17,1,1,2,0
1481.0712,17.248875,17.248875,0.517125,5.914125,2.128875,1.026375,17,1,1,2,0
1493.0919,17.05725,17.05725,0.53025,6.11625,2.06325,1.02375,17,1,1,2,0
1495.3805,16.865625,16.865625,0.543375,6.318375,1.997625,1.021125,17,1,1,2,0
1538.3671,16.674,16.674,0.5565,6.5205,1.932,1.0185,18,1,1,2,0
1537.9131,16.424625,16.424625,0.569625,6.638625,1.89525,1.0185,18,1,1,2,0
1545.2109,16.17525,16.17525,0.58275,6.75675,1.8585,1.0185,18,1,1,2,0
1545.2109,15.925875,15.925875,0.595875,6.874875,1.82175,1.0185,18,1,1,2,0
1531.015,15.6765,15.6765,0.609,6.993,1.785,1.0185,19,1,1,2,0
1539.5033,15.2775,15.2775,0.6195,6.91425,1.777125,1.015875,19,1,1,2,0
1542.475,14.8785,14.8785,0.63,6.8355,1.76925,1.01325,19,1,1,2,0
1542.475,14.4795,14.4795,0.6405,6.75675,1.761375,1.010625,19,1,1,2,0
1476.4027,14.0805,14.0805,0.651,6.678,1.7535,1.008,20,1,1,2,0
1476.4027,13.797,13.797,0.658875,6.570375,1.7325,0.994875,20,1,1,2,0
1478.7898,13.5135,13.5135,0.66675,6.46275,1.7115,0.98175,20,1,1,2,0
1486.7468,13.23,13.23,0.674625,6.355125,1.6905,0.968625,20,1,1,2,0
1397.5021,12.9465,12.9465,0.6825,6.2475,1.6695,0.9555,21,1,1,2,0
1379.961,12.765375,12.765375,0.685125,6.155625,1.640625,0.937125,21,1,1,2,0
1398.59,12.58425,12.58425,0.68775,6.06375,1.61175,0.91875,21,1,1,2,0
1398.59,12.403125,12.403125,0.690375,5.971875,1.582875,0.900375,21,1,1,2,0
1234.2196,12.222,12.222,0.693,5.88,1.554,0.882,22,1,1,2,0
1234.2196,12.061875,12.061875,0.695625,5.761875,1.530375,0.861,22,1,1,2,0
1231.0641,11.90175,11.90175,0.69825,5.64375,1.50675,0.84,22,1,1,2,0
1249.2202,11.741625,11.741625,0.700875,5.525625,1.483125,0.819,22,1,1,2,0
1077.3433,11.5815,11.5815,0.7035,5.4075,1.4595,0.798,23,1,1,2,0
1034.963,10.5,10.5,0.7035,8.1375,0.7875,0.5565,23,1,1,2,0
1030.8029,10.5,10.5,0.714,8.19,1.05,0.42,23,1,1,2,0
1026.5066,10.2375,10.2375,0.735,8.19,1.05,0.42,23,1,1,2,0
861.7723,24.318,24.3285,0.6405,16.0545,2.814,0.147,0,22,3,6,1
860.3542,24.11325,24.1185,0.653625,16.17,2.73525,0.126,0,22,3,6,1
849.31464,23.9085,23.9085,0.66675,16.2855,2.6565,0.105,0,22,3,6,1
834.6906,23.70375,23.6985,0.679875,16.401,2.57775,0.084,0,22,3,6,1
846.01996,23.499,23.4885,0.693,16.5165,2.499,0.063,1,22,3,6,1
813.8553,23.28375,23.265375,0.7035,16.550625,2.4255,0.049875,1,22,3,6,1
805.6128,23.0685,23.04225,0.714,16.58475,2.352,0.03675,1,22,3,6,1
805.6655,22.85325,22.819125,0.7245,16.618875,2.2785,0.023625,1,22,3,6,1
808.851,22.638,22.596,0.735,16.653,2.205,0.0105,2,22,3,6,1
792.4907,22.428,22.39125,0.742875,16.59525,2.1525,0.018375,2,22,3,6,1
789.1749,22.218,22.1865,0.75075,16.5375,2.1,0.02625,2,22,3,6,1
771.2584,22.008,21.98175,0.758625,16.47975,2.0475,0.034125,2,22,3,6,1
771.2584,21.798,21.777,0.7665,16.422,1.995,0.042,3,22,3,6,1
771.4578,21.74025,21.721875,0.7665,16.377375,1.966125,0.0735,3,22,3,6,1
771.3158,21.6825,21.66675,0.7665,16.33275,1.93725,0.105,3,22,3,6,1
771.3158,21.62475,21.611625,0.7665,16.288125,1.908375,0.1365,3,22,3,6,1
783.57764,21.567,21.5565,0.7665,16.2435,1.8795,0.168,4,22,3,6,1
783.57764,21.590625,21.580125,0.763875,16.24875,1.855875,0.20475,4,22,3,6,1
782.9042,21.61425,21.60375,0.76125,16.254,1.83225,0.2415,4,22,3,6,1
782.9042,21.637875,21.627375,0.758625,16.25925,1.808625,0.27825,4,22,3,6,1
868.3081,21.6615,21.651,0.756,16.2645,1.785,0.315,5,22,3,6,1
854.8478,21.711375,21.700875,0.756,16.26975,1.798125,0.343875,5,22,3,6,1
854.8478,21.76125,21.75075,0.756,16.275,1.81125,0.37275,5,22,3,6,1
861.83417,21.811125,21.800625,0.756,16.28025,1.824375,0.401625,5,22,3,6,1
1020.77344,21.861,21.8505,0.756,16.2855,1.8375,0.4305,6,22,3,6,1
1033.4651,22.029,22.01325,0.75075,16.361625,1.803375,0.462,6,22,3,6,1
1052.5518,22.197,22.176,0.7455,16.43775,1.76925,0.4935,6,22,3,6,1
1052.5518,22.365,22.33875,0.74025,16.513875,1.735125,0.525,6,22,3,6,1
1127.1543,22.533,22.5015,0.735,16.59,1.701,0.5565,7,22,3,6,1
1131.4163,22.81125,22.766625,0.72975,16.70025,1.60125,0.580125,7,22,3,6,1
1131.075,23.0895,23.03175,0.7245,16.8105,1.5015,0.60375,7,22,3,6,1
1139.1182,23.36775,23.296875,0.71925,16.92075,1.40175,0.627375,7,22,3,6,1
1182.5378,23.646,23.562,0.714,17.031,1.302,0.651,8,22,3,6,1
1184.6648,24.073875,23.9925,0.69825,17.070375,1.2285,0.651,8,22,3,6,1
1184.6648,24.50175,24.423,0.6825,17.10975,1.155,0.651,8,22,3,6,1
1184.6648,24.929625,24.8535,0.66675,17.149125,1.0815,0.651,8,22,3,6,1
1230.284,25.3575,25.284,0.651,17.1885,1.008,0.651,9,22,3,6,1
1230.284,25.97175,25.848375,0.63,17.1255,0.9555,0.622125,9,22,3,6,1
1227.1835,26.586,26.41275,0.609,17.0625,0.903,0.59325,9,22,3,6,1
1203.4678,27.20025,26.977125,0.588,16.9995,0.8505,0.564375,9,22,3,6,1
1237.6514,27.8145,27.5415,0.567,16.9365,0.798,0.5355,10,22,3,6,1
1239.2515,28.30275,28.04025,0.548625,16.844625,0.798,0.501375,10,22,3,6,1
1222.8057,28.791,28.539,0.53025,16.75275,0.798,0.46725,10,22,3,6,1
1234.2426,29.27925,29.03775,0.511875,16.660875,0.798,0.433125,10,22,3,6,1
1220.1653,29.7675,29.5365,0.4935,16.569,0.798,0.399,11,22,3,6,1
1213.771,30.0195,29.8515,0.47775,16.2855,0.910875,0.3675,11,22,3,6,1
1211.9172,30.2715,30.1665,0.462,16.002,1.02375,0.336,11,22,3,6,1
1213.4857,30.5235,30.4815,0.44625,15.7185,1.136625,0.3045,11,22,3,6,1
1194.3511,30.7755,30.7965,0.4305,15.435,1.2495,0.273,12,22,3,6,1
1207.8865,31.0485,31.06425,0.412125,14.868,1.467375,0.238875,12,22,3,6,1
1212.3267,31.3215,31.332,0.39375,14.301,1.68525,0.20475,12,22,3,6,1
1169.8319,31.5945,31.59975,0.375375,13.734,1.903125,0.170625,12,22,3,6,1
1128.7377,31.8675,31.8675,0.357,13.167,2.121,0.1365,13,22,3,6,1
1117.3253,32.085375,32.085375,0.34125,12.60525,2.34675,0.11025,13,22,3,6,1
1114.5175,32.30325,32.30325,0.3255,12.0435,2.5725,0.084,13,22,3,6,1
1119.8385,32.521125,32.521125,0.30975,11.48175,2.79825,0.05775,13,22,3,6,1
1084.0907,32.739,32.739,0.294,10.92,3.024,0.0315,14,22,3,6,1
1089.9656,32.87025,32.87025,0.286125,10.57875,3.1605,0.023625,14,22,3,6,1
1110.6063,33.0015,33.0015,0.27825,10.2375,3.297,0.01575,14,22,3,6,1
1105.9552,33.13275,33.13275,0.270375,9.89625,3.4335,0.007875,14,22,3,6,1
1098.1752,33.264,33.264,0.2625,9.555,3.57,0.0,15,22,3,6,1
1098.1752,33.22725,33.22725,0.2625,9.492,3.635625,0.0,15,22,3,6,1
1097.466,33.1905,33.1905,0.2625,9.429,3.70125,0.0,15,22,3,6,1
1097.466,33.15375,33.15375,0.2625,9.366,3.766875,0.0,15,22,3,6,1
1089.7628,33.117,33.117,0.2625,9.303,3.8325,0.0,16,22,3,6,1
1091.1323,32.977875,32.977875,0.2625,9.282,3.871875,0.00525,16,22,3,6,1
1066.2441,32.83875,32.83875,0.2625,9.261,3.91125,0.0105,16,22,3,6,1
1055.5339,32.699625,32.699625,0.2625,9.24,3.950625,0.01575,16,22,3,6,1
1074.537,32.5605,32.5605,0.2625,9.219,3.99,0.021,17,22,3,6,1
1080.262,32.311125,32.311125,0.273,9.573375,3.913875,0.055125,17,22,3,6,1
1064.3477,32.06175,32.06175,0.2835,9.92775,3.83775,0.08925,17,22,3,6,1
1065.2036,31.812375,31.812375,0.294,10.282125,3.761625,0.123375,17,22,3,6,1
1121.4353,31.563,31.563,0.3045,10.6365,3.6855,0.1575,18,22,3,6,1
1093.8,31.192875,31.192875,0.32025,11.08275,3.625125,0.21525,18,22,3,6,1
1079.0717,30.82275,30.82275,0.336,11.529,3.56475,0.273,18,22,3,6,1
1086.251,30.452625,30.452625,0.35175,11.97525,3.504375,0.33075,18,22,3,6,1
1162.1011,30.0825,30.0825,0.3675,12.4215,3.444,0.3885,19,22,3,6,1
1153.1265,29.72025,29.72025,0.378,12.4845,3.483375,0.448875,19,22,3,6,1
1132.8718,29.358,29.358,0.3885,12.5475,3.52275,0.50925,19,22,3,6,1
1066.2543,28.99575,28.99575,0.399,12.6105,3.562125,0.569625,19,22,3,6,1
1036.5437,28.6335,28.6335,0.4095,12.6735,3.6015,0.63,20,22,3,6,1
1036.4792,28.287,28.287,0.42,12.72075,3.562125,0.658875,20,22,3,6,1
1036.4792,27.9405,27.9405,0.4305,12.768,3.52275,0.68775,20,22,3,6,1
1040.9402,27.594,27.594,0.441,12.81525,3.483375,0.716625,20,22,3,6,1
1055.8123,27.2475,27.2475,0.4515,12.8625,3.444,0.7455,21,22,3,6,1
1047.7468,26.97975,26.97975,0.459375,12.964875,3.315375,0.742875,21,22,3,6,1
1046.9496,26.712,26.712,0.46725,13.06725,3.18675,0.74025,21,22,3,6,1
1048.7535,26.44425,26.44425,0.475125,13.169625,3.058125,0.737625,21,22,3,6,1
1024.6526,26.1765,26.1765,0.483,13.272,2.9295,0.735,22,22,3,6,1
1024.9835,25.956,25.956,0.496125,13.442625,2.795625,0.727125,22,22,3,6,1
1024.1243,25.7355,25.7355,0.50925,13.61325,2.66175,0.71925,22,22,3,6,1
1023.75287,25.515,25.515,0.522375,13.783875,2.527875,0.711375,22,22,3,6,1
961.6014,25.2945,25.2945,0.5355,13.9545,2.394,0.7035,23,22,3,6,1
1001.3052,25.4625,25.4625,0.609,13.0725,1.3125,0.504,23,22,3,6,1
953.75775,25.2,25.2,0.6195,13.23,1.05,0.5145,23,22,3,6,1
929.5719,24.9375,24.9375,0.63,13.4715,1.05,0.504,23,22,3,6,1
1426.4083,26.8065,26.8065,0.4305,11.697,1.26,0.0,0,5,10,0,0
1400.9243,26.586,26.586,0.433125,11.64975,1.3125,0.0,0,5,10,0,0
1371.1312,26.3655,26.3655,0.43575,11.6025,1.365,0.0,0,5,10,0,0
1371.1312,26.145,26.145,0.438375,11.55525,1.4175,0.0,0,5,10,0,0
1412.9204,25.9245,25.9245,0.441,11.508,1.47,0.0,1,5,10,0,0
1408.2517,25.738125,25.738125,0.44625,11.521125,1.53825,0.0,1,5,10,0,0
1376.4005,25.55175,25.55175,0.4515,11.53425,1.6065,0.0,1,5,10,0,0
1376.4005,25.365375,25.365375,0.45675,11.547375,1.67475,0.0,1,5,10,0,0
1363.3473,25.179,25.179,0.462,11.5605,1.743,0.0,2,5,10,0,0
1330.5006,24.945375,24.945375,0.469875,11.584125,1.785,0.0,2,5,10,0,0
1255.7463,24.71175,24.71175,0.47775,11.60775,1.827,0.0,2,5,10,0,0
1224.1937,24.478125,24.478125,0.485625,11.631375,1.869,0.0,2,5,10,0,0
1198.6611,24.2445,24.2445,0.4935,11.655,1.911,0.0,3,5,10,0,0
1198.6611,24.136875,24.136875,0.496125,11.62875,1.929375,0.0,3,5,10,0,0
1198.6611,24.02925,24.02925,0.49875,11.6025,1.94775,0.0,3,5,10,0,0
1160.5498,23.921625,23.921625,0.501375,11.57625,1.966125,0.0,3,5,10,0,0
1203.6276,23.814,23.814,0.504,11.55,1.9845,0.0,4,5,10,0,0
1203.6276,23.795625,23.795625,0.501375,11.437125,1.992375,0.0,4,5,10,0,0
1203.6276,23.77725,23.77725,0.49875,11.32425,2.00025,0.0,4,5,10,0,0
1203.6276,23.758875,23.758875,0.496125,11.211375,2.008125,0.0,4,5,10,0,0
1228.6283,23.7405,23.7405,0.4935,11.0985,2.016,0.0,5,5,10,0,0
1228.6283,23.772,23.772,0.49875,11.358375,2.09475,0.0,5,5,10,0,0
1228.6283,23.8035,23.8035,0.504,11.61825,2.1735,0.0,5,5,10,0,0
1233.7094,23.835,23.835,0.50925,11.878125,2.25225,0.0,5,5,10,0,0
1336.4641,23.8665,23.8665,0.5145,12.138,2.331,0.0,6,5,10,0,0
1348.5356,24.131625,24.131625,0.51975,12.48975,2.401875,0.0,6,5,10,0,0
1358.824,24.39675,24.39675,0.525,12.8415,2.47275,0.0,6,5,10,0,0
1373.0868,24.661875,24.661875,0.53025,13.19325,2.543625,0.0,6,5,10,0,0
1360.5288,24.927,24.927,0.5355,13.545,2.6145,0.0,7,5,10,0,0
1360.5288,25.25775,25.25775,0.527625,13.629,2.606625,0.0,7,5,10,0,0
1360.5288,25.5885,25.5885,0.51975,13.713,2.59875,0.0,7,5,10,0,0
1371.8016,25.91925,25.91925,0.511875,13.797,2.590875,0.0,7,5,10,0,0
1379.673,26.25,26.25,0.504,13.881,2.583,0.0,8,5,10,0,0
1397.4424,26.754,26.754,0.48825,13.776,2.61975,0.0,8,5,10,0,0
1452.5188,27.258,27.258,0.4725,13.671,2.6565,0.0,8,5,10,0,0
1482.1737,27.762,27.762,0.45675,13.566,2.69325,0.0,8,5,10,0,0
1504.1312,28.266,28.266,0.441,13.461,2.73,0.0,9,5,10,0,0
1472.2407,29.014125,29.014125,0.41475,13.043625,2.811375,0.0,9,5,10,0,0
1466.2378,29.76225,29.76225,0.3885,12.62625,2.89275,0.0,9,5,10,0,0
1475.175,30.510375,30.510375,0.36225,12.208875,2.974125,0.0,9,5,10,0,0
1478.8774,31.2585,31.2585,0.336,11.7915,3.0555,0.0,10,5,10,0,0
1478.55,31.912125,31.912125,0.315,11.279625,3.257625,0.0,10,5,10,0,0
1501.4617,32.56575,32.56575,0.294,10.76775,3.45975,0.0,10,5,10,0,0
1534.2626,33.219375,33.219375,0.273,10.255875,3.661875,0.0,10,5,10,0,0
1553.3595,33.873,33.873,0.252,9.744,3.864,0.0,11,5,10,0,0
1582.6329,34.314,34.314,0.238875,9.2505,4.02675,0.0,11,5,10,0,0
1594.7875,34.755,34.755,0.22575,8.757,4.1895,0.0,11,5,10,0,0
1619.5553,35.196,35.196,0.212625,8.2635,4.35225,0.0,11,5,10,0,0
1599.8563,35.637,35.637,0.1995,7.77,4.515,0.0,12,5,10,0,0
1626.4252,35.91,35.91,0.191625,7.3605,4.475625,0.0,12,5,10,0,0
1645.9476,36.183,36.183,0.18375,6.951,4.43625,0.0,12,5,10,0,0
1660.9198,36.456,36.456,0.175875,6.5415,4.396875,0.0,12,5,10,0,0
1686.0829,36.729,36.729,0.168,6.132,4.3575,0.0,13,5,10,0,0
1684.3749,36.773625,36.773625,0.168,5.94825,4.307625,0.0,13,5,10,0,0
1684.3749,36.81825,36.81825,0.168,5.7645,4.25775,0.0,13,5,10,0,0
1681.3029,36.862875,36.862875,0.168,5.58075,4.207875,0.0,13,5,10,0,0
1646.096,36.9075,36.9075,0.168,5.397,4.158,0.0,14,5,10,0,0
1646.096,36.852375,36.852375,0.168,5.394375,4.155375,0.0,14,5,10,0,0
1646.096,36.79725,36.79725,0.168,5.39175,4.15275,0.0,14,5,10,0,0
1646.096,36.742125,36.742125,0.168,5.389125,4.150125,0.0,14,5,10,0,0
1646.096,36.687,36.687,0.168,5.3865,4.1475,0.0,15,5,10,0,0
1611.4268,36.652875,36.652875,0.170625,5.54925,4.15275,0.0,15,5,10,0,0
1611.4268,36.61875,36.61875,0.17325,5.712,4.158,0.0,15,5,10,0,0
1614.4988,36.584625,36.584625,0.175875,5.87475,4.16325,0.0,15,5,10,0,0
1627.3497,36.5505,36.5505,0.1785,6.0375,4.1685,0.0,16,5,10,0,0
1615.6404,36.44025,36.44025,0.181125,6.32625,4.13175,0.0,16,5,10,0,0
1615.6404,36.33,36.33,0.18375,6.615,4.095,0.0,16,5,10,0,0
1615.6404,36.21975,36.21975,0.186375,6.90375,4.05825,0.0,16,5,10,0,0
1616.8629,36.1095,36.1095,0.189,7.1925,4.0215,0.0,17,5,10,0,0
1586.4618,35.83125,35.83125,0.1995,7.730625,3.969,0.0,17,5,10,0,0
1581.5122,35.553,35.553,0.21,8.26875,3.9165,0.0,17,5,10,0,0
1554.3383,35.27475,35.27475,0.2205,8.806875,3.864,0.0,17,5,10,0,0
1599.4069,34.9965,34.9965,0.231,9.345,3.8115,0.0,18,5,10,0,0
1580.9427,34.55025,34.55025,0.2415,9.66,3.654,0.0,18,5,10,0,0
1580.9427,34.104,34.104,0.252,9.975,3.4965,0.0,18,5,10,0,0
1566.9728,33.65775,33.65775,0.2625,10.29,3.339,0.0,18,5,10,0,0
1677.7731,33.2115,33.2115,0.273,10.605,3.1815,0.0,19,5,10,0,0
1664.4624,32.74425,32.74425,0.2835,10.670625,2.900625,0.0,19,5,10,0,0
1642.9297,32.277,32.277,0.294,10.73625,2.61975,0.0,19,5,10,0,0
1642.271,31.80975,31.80975,0.3045,10.801875,2.338875,0.0,19,5,10,0,0
1575.0116,31.3425,31.3425,0.315,10.8675,2.058,0.0,20,5,10,0,0
1564.7366,30.99075,30.99075,0.322875,10.94625,1.9215,0.0,20,5,10,0,0
1564.7366,30.639,30.639,0.33075,11.025,1.785,0.0,20,5,10,0,0
1558.6143,30.28725,30.28725,0.338625,11.10375,1.6485,0.0,20,5,10,0,0
1577.8466,29.9355,29.9355,0.3465,11.1825,1.512,0.0,21,5,10,0,0
1568.4694,29.722875,29.722875,0.3465,10.985625,1.575,0.0,21,5,10,0,0
1568.4694,29.51025,29.51025,0.3465,10.78875,1.638,0.0,21,5,10,0,0
1543.6549,29.297625,29.297625,0.3465,10.591875,1.701,0.0,21,5,10,0,0
1636.2559,29.085,29.085,0.3465,10.395,1.764,0.0,22,5,10,0,0
1613.7886,28.896,28.896,0.3465,10.29525,1.861125,0.0,22,5,10,0,0
1594.8514,28.707,28.707,0.3465,10.1955,1.95825,0.0,22,5,10,0,0
1570.2803,28.518,28.518,0.3465,10.09575,2.055375,0.0,22,5,10,0,0
1590.318,28.329,28.329,0.3465,9.996,2.1525,0.0,23,5,10,0,0
1637.2997,28.6125,28.35,0.5145,12.0015,1.05,0.0,23,5,10,0,0
1618.1262,28.35,28.35,0.5145,12.075,1.05,0.0,23,5,10,0,0
1618.1262,27.825,27.825,0.525,12.2115,1.05,0.0,23,5,10,0,0
1541.0225,27.0375,27.0375,0.3675,9.8175,1.911,0.0,0,6,10,1,0
1424.5529,26.788125,26.788125,0.37275,9.793875,1.869,0.0,0,6,10,1,0
1386.657,26.53875,26.53875,0.378,9.77025,1.827,0.0,0,6,10,1,0
1369.2758,26.289375,26.289375,0.38325,9.746625,1.785,0.0,0,6,10,1,0
1414.5739,26.04,26.04,0.3885,9.723,1.743,0.0,1,6,10,1,0
1411.065,25.7985,25.7985,0.396375,9.765,1.701,0.0,1,6,10,1,0
1374.545,25.557,25.557,0.40425,9.807,1.659,0.0,1,6,10,1,0
1359.083,25.3155,25.3155,0.412125,9.849,1.617,0.0,1,6,10,1,0
1328.6451,25.074,25.074,0.42,9.891,1.575,0.0,2,6,10,1,0
1328.6451,24.822,24.822,0.427875,9.940875,1.54875,0.0,2,6,10,1,0
1237.0104,24.57,24.57,0.43575,9.99075,1.5225,0.0,2,6,10,1,0
1195.044,24.318,24.318,0.443625,10.040625,1.49625,0.0,2,6,10,1,0
1196.8057,24.066,24.066,0.4515,10.0905,1.47,0.0,3,6,10,1,0
1141.1102,23.793,23.793,0.459375,10.1325,1.45425,0.0,3,6,10,1,0
1104.8289,23.52,23.52,0.46725,10.1745,1.4385,0.0,3,6,10,1,0
1047.4022,23.247,23.247,0.475125,10.2165,1.42275,0.0,3,6,10,1,0
1120.3735,22.974,22.974,0.483,10.2585,1.407,0.0,4,6,10,1,0
1094.9775,22.876875,22.876875,0.483,10.17975,1.393875,0.0,4,6,10,1,0
1094.9775,22.77975,22.77975,0.483,10.101,1.38075,0.0,4,6,10,1,0
1094.9775,22.682625,22.682625,0.483,10.02225,1.367625,0.0,4,6,10,1,0
1168.5576,22.5855,22.5855,0.483,9.9435,1.3545,0.0,5,6,10,1,0
1168.5576,22.645875,22.645875,0.490875,10.250625,1.42275,0.0,5,6,10,1,0
1168.5576,22.70625,22.70625,0.49875,10.55775,1.491,0.0,5,6,10,1,0
1168.5576,22.766625,22.766625,0.506625,10.864875,1.55925,0.0,5,6,10,1,0
1311.8857,22.827,22.827,0.5145,11.172,1.6275,0.0,6,6,10,1,0
1311.8857,22.903125,22.903125,0.527625,11.610375,1.69575,0.0,6,6,10,1,0
1323.1139,22.97925,22.97925,0.54075,12.04875,1.764,0.0,6,6,10,1,0
